uses_https,suspicious_patterns_count,domain_age_days,uses_suspicious_tld,domain_length,uses_ip,redirects,subdomains_count,url_length,label
1.0,1.0,15.0,1.0,18.0,1.0,1.0,1.0,55.0,1.0
0.0,1.0,3175.0,0.0,9.0,1.0,1.0,2.0,22.0,0.0
0.0,7.0,164.0,1.0,48.0,1.0,0.0,0.0,171.0,1.0
1.0,0.0,5965.0,0.0,23.0,0.0,0.0,1.0,67.0,0.0
0.0,8.0,82.0,0.0,32.0,1.0,0.0,3.0,182.0,1.0
1.0,1.0,5741.0,0.0,14.0,1.0,0.0,1.0,73.0,0.0
0.0,3.0,42.0,1.0,13.0,0.0,0.0,1.0,84.0,1.0
0.0,6.0,140.0,1.0,48.0,1.0,0.0,4.0,83.0,1.0
1.0,5.0,26.0,0.0,11.0,1.0,2.0,4.0,70.0,1.0
1.0,0.0,4953.0,0.0,14.0,1.0,2.0,0.0,58.0,0.0
1.0,0.0,4011.0,0.0,10.0,1.0,0.0,1.0,24.0,0.0
0.0,6.0,112.0,1.0,20.0,1.0,0.0,0.0,59.0,1.0
1.0,3.0,32.0,0.0,41.0,0.0,1.0,3.0,94.0,1.0
1.0,0.0,8025.0,0.0,23.0,0.0,2.0,2.0,44.0,0.0
0.0,2.0,89.0,1.0,25.0,1.0,1.0,4.0,162.0,1.0
0.0,8.0,10.0,1.0,10.0,0.0,6.0,4.0,86.0,1.0
1.0,0.0,7150.0,0.0,9.0,0.0,1.0,2.0,20.0,0.0
0.0,3.0,111.0,1.0,25.0,1.0,0.0,4.0,120.0,1.0
1.0,4.0,56.0,1.0,42.0,1.0,1.0,0.0,105.0,1.0
0.0,2.0,20.0,1.0,24.0,0.0,0.0,3.0,153.0,1.0
1.0,0.0,4810.0,0.0,25.0,1.0,0.0,1.0,16.0,0.0
1.0,0.0,8150.0,0.0,20.0,0.0,1.0,0.0,34.0,0.0
1.0,0.0,3658.0,0.0,3.0,0.0,0.0,1.0,55.0,0.0
1.0,5.0,35.0,0.0,28.0,1.0,0.0,0.0,111.0,1.0
0.0,0.0,6838.0,1.0,13.0,1.0,1.0,1.0,36.0,0.0
0.0,4.0,42.0,1.0,46.0,1.0,6.0,4.0,113.0,1.0
0.0,0.0,8564.0,0.0,9.0,0.0,1.0,0.0,67.0,0.0
0.0,3.0,38.0,1.0,45.0,0.0,1.0,1.0,171.0,1.0
0.0,5.0,137.0,1.0,41.0,1.0,4.0,3.0,62.0,1.0
0.0,6.0,3.0,0.0,34.0,1.0,1.0,5.0,99.0,1.0
1.0,0.0,4106.0,0.0,12.0,0.0,0.0,2.0,80.0,0.0
1.0,3.0,50.0,0.0,44.0,0.0,0.0,0.0,102.0,1.0
1.0,0.0,7350.0,0.0,10.0,0.0,1.0,2.0,11.0,0.0
1.0,7.0,14.0,1.0,32.0,1.0,8.0,1.0,195.0,1.0
1.0,2.0,4195.0,0.0,21.0,0.0,3.0,2.0,18.0,0.0
1.0,0.0,5414.0,0.0,10.0,0.0,3.0,2.0,63.0,0.0
1.0,0.0,5200.0,0.0,6.0,0.0,0.0,0.0,31.0,0.0
1.0,6.0,3.0,0.0,21.0,1.0,2.0,1.0,54.0,1.0
1.0,10.0,82.0,1.0,49.0,1.0,0.0,2.0,168.0,1.0
0.0,9.0,54.0,1.0,45.0,0.0,0.0,1.0,128.0,1.0
1.0,0.0,2332.0,0.0,19.0,0.0,0.0,1.0,28.0,0.0
1.0,6.0,133.0,0.0,29.0,0.0,1.0,0.0,195.0,1.0
0.0,4.0,49.0,0.0,37.0,0.0,6.0,1.0,101.0,1.0
1.0,5.0,11.0,0.0,31.0,0.0,3.0,1.0,133.0,1.0
0.0,0.0,4049.0,0.0,22.0,1.0,0.0,1.0,73.0,0.0
1.0,0.0,967.0,1.0,14.0,0.0,0.0,0.0,32.0,0.0
0.0,0.0,1712.0,0.0,22.0,0.0,0.0,0.0,19.0,0.0
1.0,0.0,2636.0,0.0,24.0,0.0,2.0,0.0,11.0,0.0
0.0,0.0,81.0,1.0,34.0,0.0,0.0,2.0,185.0,1.0
1.0,0.0,9618.0,0.0,7.0,0.0,2.0,2.0,30.0,0.0
1.0,2.0,5247.0,1.0,24.0,0.0,0.0,1.0,10.0,0.0
1.0,0.0,789.0,0.0,14.0,0.0,1.0,1.0,64.0,0.0
1.0,1.0,8322.0,0.0,14.0,0.0,1.0,1.0,60.0,0.0
1.0,1.0,8410.0,0.0,6.0,0.0,0.0,0.0,75.0,0.0
1.0,1.0,8020.0,0.0,25.0,0.0,0.0,0.0,22.0,0.0
0.0,2.0,22.0,1.0,23.0,0.0,2.0,3.0,159.0,1.0
1.0,0.0,590.0,0.0,16.0,0.0,2.0,2.0,78.0,0.0
0.0,4.0,1.0,1.0,40.0,1.0,1.0,3.0,80.0,1.0
1.0,5.0,72.0,0.0,35.0,1.0,0.0,0.0,80.0,1.0
1.0,5.0,42.0,0.0,43.0,1.0,0.0,3.0,92.0,1.0
1.0,0.0,7053.0,0.0,10.0,0.0,0.0,2.0,52.0,0.0
1.0,0.0,7059.0,1.0,9.0,0.0,2.0,2.0,65.0,0.0
0.0,4.0,139.0,1.0,36.0,0.0,1.0,2.0,103.0,1.0
1.0,0.0,1665.0,1.0,20.0,0.0,2.0,0.0,32.0,0.0
1.0,2.0,131.0,0.0,43.0,0.0,8.0,4.0,81.0,1.0
1.0,3.0,44.0,1.0,14.0,0.0,0.0,2.0,109.0,1.0
0.0,4.0,10.0,0.0,19.0,1.0,2.0,0.0,72.0,1.0
0.0,8.0,89.0,0.0,45.0,0.0,3.0,0.0,158.0,1.0
1.0,1.0,4985.0,0.0,16.0,1.0,2.0,1.0,42.0,0.0
1.0,1.0,7146.0,0.0,15.0,0.0,1.0,1.0,54.0,0.0
0.0,2.0,2312.0,0.0,6.0,0.0,2.0,1.0,14.0,0.0
1.0,1.0,5444.0,0.0,7.0,0.0,0.0,1.0,13.0,0.0
0.0,4.0,20.0,1.0,18.0,0.0,4.0,4.0,132.0,1.0
1.0,3.0,34.0,1.0,40.0,1.0,3.0,3.0,62.0,1.0
0.0,5.0,33.0,0.0,26.0,0.0,1.0,0.0,100.0,1.0
1.0,0.0,1622.0,0.0,6.0,0.0,0.0,2.0,76.0,0.0
0.0,1.0,5773.0,1.0,25.0,0.0,0.0,0.0,71.0,0.0
0.0,5.0,4.0,1.0,10.0,0.0,4.0,2.0,136.0,1.0
0.0,0.0,6998.0,1.0,8.0,1.0,0.0,1.0,39.0,0.0
1.0,5.0,45.0,0.0,24.0,1.0,9.0,0.0,103.0,1.0
1.0,0.0,9995.0,1.0,3.0,0.0,0.0,0.0,21.0,0.0
1.0,5.0,27.0,1.0,24.0,1.0,1.0,1.0,183.0,1.0
1.0,7.0,74.0,1.0,26.0,0.0,0.0,0.0,81.0,1.0
1.0,5.0,51.0,1.0,47.0,0.0,2.0,2.0,63.0,1.0
0.0,6.0,174.0,1.0,20.0,1.0,1.0,0.0,183.0,1.0
1.0,0.0,5246.0,0.0,15.0,0.0,0.0,1.0,39.0,0.0
0.0,0.0,7215.0,0.0,8.0,1.0,0.0,1.0,78.0,0.0
1.0,1.0,7126.0,0.0,24.0,0.0,1.0,0.0,33.0,0.0
1.0,7.0,49.0,0.0,38.0,1.0,4.0,5.0,182.0,1.0
0.0,5.0,80.0,1.0,27.0,0.0,0.0,2.0,169.0,1.0
1.0,5.0,127.0,0.0,41.0,1.0,3.0,1.0,86.0,1.0
0.0,0.0,2167.0,1.0,4.0,0.0,1.0,1.0,43.0,0.0
1.0,4.0,40.0,0.0,10.0,0.0,4.0,2.0,166.0,1.0
1.0,0.0,6147.0,1.0,12.0,0.0,1.0,2.0,11.0,0.0
0.0,3.0,34.0,0.0,17.0,1.0,0.0,1.0,152.0,1.0
0.0,3.0,27.0,1.0,45.0,1.0,3.0,3.0,96.0,1.0
1.0,5.0,77.0,0.0,24.0,1.0,1.0,5.0,151.0,1.0
1.0,4.0,49.0,1.0,18.0,0.0,0.0,4.0,98.0,1.0
1.0,4.0,49.0,1.0,25.0,0.0,5.0,2.0,64.0,1.0
1.0,1.0,17.0,0.0,50.0,1.0,0.0,5.0,147.0,1.0
1.0,1.0,8395.0,0.0,10.0,0.0,0.0,2.0,23.0,0.0
1.0,0.0,3719.0,0.0,4.0,0.0,0.0,2.0,55.0,0.0
1.0,1.0,6539.0,0.0,11.0,0.0,0.0,0.0,29.0,0.0
1.0,0.0,522.0,0.0,10.0,0.0,0.0,2.0,61.0,0.0
1.0,2.0,4641.0,0.0,24.0,0.0,2.0,1.0,16.0,0.0
1.0,5.0,45.0,0.0,13.0,0.0,0.0,2.0,172.0,1.0
1.0,0.0,903.0,1.0,24.0,0.0,0.0,0.0,14.0,0.0
1.0,1.0,1684.0,1.0,8.0,0.0,0.0,2.0,37.0,0.0
1.0,2.0,50.0,0.0,19.0,1.0,0.0,4.0,57.0,1.0
1.0,6.0,24.0,0.0,41.0,1.0,1.0,5.0,143.0,1.0
1.0,0.0,8075.0,0.0,17.0,0.0,0.0,2.0,44.0,0.0
0.0,6.0,78.0,1.0,32.0,1.0,7.0,0.0,110.0,1.0
1.0,3.0,99.0,1.0,50.0,0.0,0.0,4.0,187.0,1.0
0.0,2.0,75.0,1.0,13.0,0.0,0.0,1.0,54.0,1.0
1.0,1.0,36.0,0.0,27.0,0.0,0.0,1.0,94.0,1.0
0.0,5.0,47.0,1.0,45.0,0.0,0.0,2.0,193.0,1.0
1.0,0.0,9065.0,0.0,7.0,1.0,0.0,2.0,48.0,0.0
1.0,6.0,65.0,0.0,23.0,1.0,9.0,5.0,77.0,1.0
1.0,0.0,9686.0,0.0,4.0,0.0,0.0,2.0,41.0,0.0
0.0,5.0,62.0,0.0,37.0,1.0,3.0,1.0,90.0,1.0
1.0,0.0,4322.0,0.0,5.0,0.0,0.0,0.0,47.0,0.0
1.0,4.0,59.0,0.0,48.0,0.0,1.0,4.0,108.0,1.0
1.0,2.0,2569.0,0.0,11.0,0.0,0.0,2.0,11.0,0.0
1.0,0.0,5539.0,0.0,5.0,0.0,1.0,1.0,68.0,0.0
0.0,0.0,5633.0,1.0,8.0,1.0,0.0,2.0,78.0,0.0
0.0,0.0,3811.0,0.0,24.0,0.0,1.0,1.0,46.0,0.0
0.0,1.0,57.0,1.0,36.0,0.0,1.0,2.0,168.0,1.0
1.0,0.0,1445.0,0.0,13.0,0.0,0.0,1.0,66.0,0.0
0.0,5.0,36.0,0.0,33.0,0.0,0.0,3.0,61.0,1.0
1.0,2.0,4204.0,0.0,12.0,1.0,0.0,1.0,67.0,0.0
1.0,3.0,8483.0,0.0,9.0,1.0,0.0,1.0,49.0,0.0
1.0,0.0,5598.0,1.0,17.0,0.0,0.0,0.0,68.0,0.0
1.0,0.0,6992.0,1.0,9.0,0.0,1.0,1.0,52.0,0.0
1.0,5.0,42.0,1.0,45.0,0.0,2.0,2.0,123.0,1.0
1.0,0.0,5037.0,0.0,14.0,1.0,0.0,1.0,34.0,0.0
1.0,0.0,9108.0,1.0,23.0,1.0,2.0,0.0,34.0,0.0
0.0,0.0,938.0,1.0,22.0,0.0,0.0,1.0,33.0,0.0
0.0,1.0,25.0,0.0,39.0,1.0,3.0,4.0,167.0,1.0
1.0,1.0,9872.0,0.0,5.0,0.0,0.0,0.0,38.0,0.0
1.0,7.0,72.0,0.0,45.0,0.0,2.0,3.0,123.0,1.0
0.0,2.0,8004.0,0.0,6.0,0.0,0.0,2.0,33.0,0.0
0.0,0.0,6717.0,0.0,4.0,0.0,0.0,1.0,67.0,0.0
1.0,5.0,5.0,0.0,13.0,1.0,0.0,1.0,192.0,1.0
1.0,1.0,9924.0,0.0,16.0,1.0,2.0,0.0,27.0,0.0
0.0,5.0,140.0,1.0,15.0,0.0,9.0,0.0,110.0,1.0
1.0,3.0,95.0,0.0,27.0,1.0,6.0,4.0,183.0,1.0
1.0,1.0,36.0,0.0,50.0,1.0,3.0,5.0,63.0,1.0
1.0,0.0,9436.0,0.0,14.0,1.0,3.0,1.0,25.0,0.0
0.0,4.0,51.0,0.0,11.0,1.0,0.0,4.0,85.0,1.0
0.0,6.0,103.0,0.0,44.0,0.0,0.0,3.0,94.0,1.0
0.0,3.0,7.0,0.0,38.0,1.0,7.0,0.0,81.0,1.0
1.0,5.0,57.0,0.0,47.0,1.0,5.0,0.0,146.0,1.0
1.0,0.0,2073.0,0.0,8.0,1.0,1.0,0.0,58.0,0.0
0.0,3.0,8187.0,0.0,17.0,0.0,1.0,1.0,33.0,0.0
0.0,3.0,47.0,0.0,11.0,0.0,0.0,3.0,71.0,1.0
1.0,2.0,1537.0,0.0,19.0,0.0,4.0,1.0,39.0,0.0
1.0,0.0,2726.0,0.0,6.0,0.0,1.0,1.0,71.0,0.0
0.0,5.0,31.0,1.0,33.0,0.0,1.0,0.0,199.0,1.0
0.0,7.0,17.0,0.0,37.0,1.0,2.0,2.0,172.0,1.0
1.0,1.0,9420.0,1.0,21.0,0.0,1.0,2.0,44.0,0.0
0.0,5.0,66.0,1.0,10.0,1.0,4.0,4.0,120.0,1.0
0.0,4.0,45.0,1.0,42.0,1.0,0.0,5.0,168.0,1.0
0.0,5.0,118.0,1.0,12.0,0.0,3.0,0.0,137.0,1.0
0.0,7.0,104.0,0.0,44.0,1.0,1.0,5.0,194.0,1.0
1.0,6.0,3.0,0.0,44.0,0.0,5.0,0.0,82.0,1.0
1.0,3.0,99.0,1.0,43.0,1.0,8.0,0.0,148.0,1.0
0.0,1.0,3974.0,0.0,18.0,0.0,1.0,1.0,36.0,0.0
1.0,1.0,1888.0,1.0,25.0,0.0,1.0,2.0,44.0,0.0
1.0,1.0,645.0,0.0,10.0,0.0,1.0,1.0,42.0,0.0
1.0,5.0,38.0,0.0,27.0,1.0,6.0,3.0,144.0,1.0
1.0,4.0,43.0,1.0,12.0,1.0,1.0,0.0,122.0,1.0
0.0,0.0,6603.0,0.0,3.0,1.0,0.0,2.0,18.0,0.0
1.0,3.0,2.0,0.0,45.0,0.0,1.0,1.0,93.0,1.0
0.0,3.0,86.0,1.0,49.0,0.0,0.0,5.0,177.0,1.0
1.0,4.0,87.0,1.0,22.0,0.0,4.0,3.0,96.0,1.0
0.0,4.0,17.0,1.0,26.0,1.0,0.0,5.0,146.0,1.0
0.0,1.0,7717.0,0.0,15.0,1.0,0.0,0.0,49.0,0.0
1.0,0.0,9829.0,1.0,19.0,0.0,0.0,2.0,68.0,0.0
1.0,1.0,36.0,0.0,16.0,0.0,0.0,5.0,196.0,1.0
1.0,0.0,7418.0,0.0,13.0,0.0,0.0,1.0,80.0,0.0
1.0,2.0,5.0,1.0,32.0,1.0,1.0,0.0,140.0,1.0
1.0,1.0,731.0,0.0,7.0,0.0,1.0,1.0,17.0,0.0
1.0,1.0,3510.0,0.0,8.0,0.0,0.0,1.0,74.0,0.0
1.0,0.0,9248.0,0.0,9.0,1.0,1.0,2.0,30.0,0.0
1.0,1.0,5507.0,0.0,6.0,0.0,2.0,1.0,46.0,0.0
1.0,0.0,9106.0,0.0,10.0,0.0,0.0,0.0,44.0,0.0
1.0,3.0,14.0,0.0,44.0,1.0,8.0,5.0,127.0,1.0
0.0,6.0,12.0,1.0,49.0,1.0,2.0,0.0,62.0,1.0
1.0,1.0,7767.0,0.0,24.0,0.0,0.0,2.0,25.0,0.0
1.0,2.0,7791.0,0.0,12.0,0.0,1.0,2.0,54.0,0.0
0.0,0.0,8592.0,0.0,18.0,0.0,0.0,1.0,63.0,0.0
0.0,9.0,14.0,0.0,19.0,1.0,2.0,5.0,52.0,1.0
1.0,3.0,96.0,1.0,45.0,0.0,3.0,1.0,194.0,1.0
1.0,0.0,9204.0,1.0,14.0,0.0,0.0,1.0,38.0,0.0
0.0,5.0,83.0,1.0,37.0,1.0,0.0,5.0,92.0,1.0
0.0,5.0,26.0,1.0,40.0,1.0,7.0,4.0,101.0,1.0
1.0,5.0,111.0,0.0,19.0,1.0,1.0,5.0,97.0,1.0
1.0,1.0,1859.0,0.0,19.0,1.0,0.0,1.0,49.0,0.0
0.0,0.0,465.0,0.0,11.0,1.0,1.0,1.0,17.0,0.0
0.0,2.0,58.0,0.0,19.0,1.0,1.0,3.0,69.0,1.0
1.0,0.0,8960.0,0.0,9.0,0.0,0.0,0.0,74.0,0.0
1.0,0.0,2569.0,0.0,24.0,0.0,0.0,2.0,46.0,0.0
0.0,6.0,27.0,1.0,33.0,1.0,2.0,5.0,91.0,1.0
1.0,1.0,709.0,0.0,9.0,0.0,2.0,1.0,16.0,0.0
0.0,4.0,61.0,0.0,40.0,1.0,2.0,0.0,83.0,1.0
0.0,1.0,62.0,0.0,13.0,1.0,0.0,3.0,80.0,1.0
1.0,5.0,33.0,0.0,37.0,0.0,4.0,0.0,113.0,1.0
0.0,0.0,415.0,0.0,19.0,0.0,0.0,1.0,14.0,0.0
1.0,4.0,5268.0,0.0,4.0,0.0,0.0,1.0,66.0,0.0
0.0,5.0,96.0,0.0,23.0,0.0,9.0,5.0,105.0,1.0
0.0,4.0,9.0,1.0,26.0,1.0,2.0,1.0,73.0,1.0
1.0,6.0,139.0,0.0,15.0,0.0,2.0,2.0,59.0,1.0
1.0,0.0,4948.0,0.0,6.0,0.0,0.0,2.0,77.0,0.0
0.0,5.0,12.0,0.0,24.0,0.0,3.0,5.0,151.0,1.0
0.0,7.0,2.0,1.0,41.0,0.0,0.0,1.0,150.0,1.0
0.0,1.0,97.0,0.0,45.0,1.0,1.0,5.0,103.0,1.0
0.0,4.0,43.0,1.0,22.0,1.0,1.0,4.0,196.0,1.0
1.0,3.0,4031.0,0.0,6.0,1.0,0.0,1.0,28.0,0.0
1.0,4.0,31.0,1.0,27.0,0.0,3.0,0.0,112.0,1.0
1.0,0.0,9109.0,1.0,12.0,1.0,1.0,1.0,76.0,0.0
1.0,0.0,3852.0,1.0,6.0,0.0,0.0,1.0,51.0,0.0
1.0,2.0,6095.0,0.0,11.0,1.0,2.0,2.0,29.0,0.0
1.0,0.0,9078.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0
1.0,0.0,9426.0,1.0,18.0,0.0,0.0,1.0,78.0,0.0
1.0,5.0,106.0,0.0,48.0,0.0,2.0,4.0,70.0,1.0
1.0,1.0,1079.0,0.0,14.0,1.0,0.0,0.0,24.0,0.0
1.0,0.0,672.0,0.0,3.0,0.0,1.0,1.0,45.0,0.0
1.0,0.0,2846.0,1.0,20.0,0.0,0.0,0.0,43.0,0.0
1.0,2.0,137.0,0.0,41.0,1.0,6.0,5.0,144.0,1.0
1.0,6.0,117.0,1.0,32.0,0.0,8.0,4.0,164.0,1.0
1.0,1.0,2633.0,0.0,8.0,0.0,1.0,1.0,19.0,0.0
1.0,1.0,3172.0,0.0,14.0,0.0,0.0,2.0,62.0,0.0
1.0,0.0,1192.0,0.0,19.0,0.0,0.0,2.0,68.0,0.0
1.0,7.0,76.0,0.0,50.0,0.0,1.0,4.0,185.0,1.0
1.0,1.0,4488.0,0.0,25.0,0.0,1.0,2.0,36.0,0.0
1.0,0.0,3249.0,0.0,13.0,0.0,0.0,0.0,11.0,0.0
1.0,0.0,6689.0,0.0,17.0,0.0,1.0,1.0,76.0,0.0
0.0,2.0,81.0,1.0,15.0,0.0,3.0,2.0,190.0,1.0
1.0,6.0,33.0,0.0,24.0,1.0,8.0,4.0,80.0,1.0
1.0,3.0,121.0,1.0,19.0,1.0,1.0,3.0,65.0,1.0
1.0,1.0,124.0,0.0,40.0,0.0,0.0,4.0,59.0,1.0
1.0,1.0,3267.0,1.0,19.0,0.0,0.0,1.0,40.0,0.0
1.0,0.0,1512.0,0.0,11.0,0.0,2.0,0.0,65.0,0.0
1.0,0.0,147.0,1.0,18.0,1.0,1.0,2.0,43.0,0.0
0.0,4.0,136.0,0.0,50.0,1.0,3.0,1.0,132.0,1.0
0.0,8.0,33.0,0.0,20.0,0.0,3.0,1.0,54.0,1.0
1.0,5.0,79.0,0.0,18.0,0.0,0.0,0.0,137.0,1.0
0.0,5.0,24.0,0.0,19.0,0.0,0.0,0.0,185.0,1.0
0.0,5.0,66.0,0.0,27.0,0.0,2.0,2.0,96.0,1.0
1.0,0.0,7499.0,0.0,7.0,1.0,1.0,2.0,20.0,0.0
1.0,0.0,1041.0,0.0,19.0,1.0,0.0,2.0,71.0,0.0
0.0,4.0,34.0,1.0,13.0,0.0,2.0,5.0,155.0,1.0
1.0,6.0,45.0,1.0,26.0,0.0,4.0,3.0,171.0,1.0
0.0,5.0,8.0,0.0,39.0,1.0,1.0,0.0,197.0,1.0
1.0,1.0,8533.0,0.0,21.0,0.0,1.0,1.0,58.0,0.0
1.0,0.0,2841.0,0.0,4.0,0.0,2.0,1.0,63.0,0.0
0.0,5.0,66.0,1.0,19.0,0.0,0.0,5.0,56.0,1.0
1.0,1.0,4582.0,0.0,3.0,1.0,0.0,1.0,33.0,0.0
0.0,0.0,8185.0,1.0,24.0,0.0,0.0,2.0,63.0,0.0
0.0,1.0,8038.0,0.0,15.0,0.0,0.0,2.0,51.0,0.0
0.0,2.0,6262.0,0.0,18.0,0.0,1.0,0.0,53.0,0.0
1.0,2.0,8145.0,1.0,16.0,0.0,1.0,2.0,47.0,0.0
1.0,0.0,1501.0,0.0,24.0,1.0,0.0,1.0,17.0,0.0
1.0,0.0,7279.0,0.0,25.0,0.0,0.0,1.0,53.0,0.0
1.0,3.0,169.0,1.0,41.0,0.0,0.0,4.0,162.0,1.0
0.0,1.0,51.0,1.0,40.0,0.0,5.0,5.0,167.0,1.0
0.0,5.0,133.0,0.0,49.0,1.0,8.0,0.0,155.0,1.0
0.0,7.0,40.0,1.0,10.0,1.0,0.0,1.0,176.0,1.0
1.0,7.0,20.0,0.0,15.0,0.0,0.0,5.0,123.0,1.0
1.0,2.0,454.0,0.0,15.0,0.0,1.0,0.0,59.0,0.0
1.0,0.0,3279.0,0.0,18.0,0.0,1.0,1.0,23.0,0.0
1.0,4.0,29.0,0.0,14.0,1.0,0.0,5.0,71.0,1.0
0.0,6.0,18.0,0.0,27.0,1.0,2.0,5.0,72.0,1.0
1.0,1.0,5798.0,0.0,12.0,1.0,1.0,1.0,21.0,0.0
1.0,1.0,3458.0,0.0,20.0,1.0,1.0,1.0,29.0,0.0
0.0,6.0,9.0,1.0,21.0,1.0,0.0,0.0,195.0,1.0
0.0,6.0,46.0,1.0,23.0,0.0,4.0,5.0,161.0,1.0
0.0,1.0,7432.0,0.0,24.0,1.0,1.0,2.0,45.0,0.0
1.0,0.0,7581.0,1.0,16.0,0.0,0.0,0.0,55.0,0.0
1.0,7.0,168.0,1.0,28.0,1.0,0.0,3.0,135.0,1.0
0.0,5.0,52.0,1.0,16.0,0.0,1.0,2.0,110.0,1.0
1.0,0.0,5758.0,0.0,25.0,1.0,0.0,0.0,62.0,0.0
0.0,1.0,5616.0,0.0,13.0,0.0,0.0,0.0,32.0,0.0
0.0,4.0,77.0,0.0,23.0,0.0,0.0,0.0,189.0,1.0
1.0,1.0,3759.0,0.0,5.0,0.0,4.0,0.0,11.0,0.0
1.0,0.0,8893.0,0.0,14.0,0.0,1.0,2.0,66.0,0.0
1.0,4.0,67.0,1.0,23.0,1.0,3.0,0.0,50.0,1.0
1.0,0.0,5545.0,0.0,5.0,1.0,1.0,1.0,46.0,0.0
0.0,4.0,73.0,0.0,30.0,0.0,0.0,1.0,93.0,1.0
1.0,5.0,36.0,1.0,45.0,0.0,1.0,2.0,67.0,1.0
1.0,5.0,90.0,1.0,36.0,0.0,0.0,2.0,96.0,1.0
1.0,0.0,489.0,0.0,15.0,0.0,0.0,0.0,38.0,0.0
1.0,5.0,53.0,1.0,46.0,1.0,3.0,3.0,184.0,1.0
0.0,0.0,4643.0,0.0,3.0,0.0,1.0,0.0,54.0,0.0
1.0,3.0,59.0,0.0,38.0,0.0,2.0,3.0,73.0,1.0
1.0,0.0,6401.0,1.0,11.0,0.0,3.0,0.0,27.0,0.0
1.0,3.0,100.0,0.0,44.0,0.0,1.0,1.0,50.0,1.0
1.0,3.0,17.0,1.0,46.0,0.0,0.0,0.0,188.0,1.0
0.0,5.0,106.0,0.0,40.0,0.0,5.0,1.0,74.0,1.0
1.0,2.0,5058.0,0.0,23.0,1.0,0.0,1.0,56.0,0.0
1.0,4.0,47.0,0.0,39.0,0.0,1.0,2.0,113.0,1.0
0.0,3.0,80.0,0.0,29.0,0.0,0.0,4.0,115.0,1.0
1.0,0.0,4172.0,1.0,6.0,1.0,2.0,2.0,41.0,0.0
1.0,0.0,5363.0,1.0,14.0,0.0,0.0,1.0,19.0,0.0
0.0,3.0,15.0,1.0,17.0,0.0,0.0,5.0,121.0,1.0
1.0,0.0,9243.0,0.0,23.0,1.0,2.0,2.0,11.0,0.0
0.0,1.0,3332.0,0.0,5.0,1.0,0.0,1.0,68.0,0.0
1.0,1.0,7358.0,1.0,20.0,0.0,1.0,0.0,43.0,0.0
0.0,2.0,5194.0,1.0,19.0,1.0,0.0,0.0,28.0,0.0
1.0,1.0,253.0,0.0,20.0,0.0,1.0,1.0,10.0,0.0
1.0,0.0,6970.0,0.0,22.0,1.0,0.0,0.0,20.0,0.0
0.0,5.0,40.0,1.0,45.0,1.0,3.0,4.0,161.0,1.0
1.0,0.0,3985.0,0.0,21.0,0.0,0.0,2.0,51.0,0.0
0.0,5.0,148.0,1.0,17.0,1.0,0.0,0.0,171.0,1.0
0.0,0.0,8177.0,0.0,11.0,0.0,1.0,2.0,46.0,0.0
0.0,10.0,2.0,0.0,33.0,1.0,7.0,3.0,100.0,1.0
1.0,0.0,1162.0,0.0,4.0,1.0,1.0,2.0,13.0,0.0
0.0,5.0,107.0,1.0,10.0,1.0,0.0,5.0,52.0,1.0
1.0,0.0,3818.0,0.0,3.0,0.0,2.0,2.0,25.0,0.0
1.0,0.0,4099.0,0.0,16.0,0.0,2.0,1.0,61.0,0.0
1.0,0.0,7462.0,0.0,4.0,0.0,1.0,1.0,32.0,0.0
1.0,0.0,8699.0,0.0,14.0,0.0,0.0,0.0,16.0,0.0
1.0,2.0,7512.0,0.0,24.0,1.0,0.0,1.0,70.0,0.0
1.0,0.0,2161.0,1.0,19.0,1.0,0.0,2.0,38.0,0.0
0.0,4.0,78.0,0.0,40.0,1.0,1.0,5.0,82.0,1.0
1.0,4.0,63.0,1.0,15.0,0.0,4.0,4.0,121.0,1.0
0.0,5.0,44.0,0.0,38.0,1.0,5.0,1.0,126.0,1.0
0.0,5.0,39.0,1.0,47.0,0.0,3.0,5.0,121.0,1.0
1.0,5.0,125.0,1.0,20.0,1.0,0.0,4.0,141.0,1.0
1.0,7.0,12.0,1.0,12.0,0.0,1.0,0.0,128.0,1.0
1.0,0.0,4853.0,0.0,15.0,1.0,0.0,1.0,43.0,0.0
1.0,6.0,57.0,0.0,33.0,1.0,1.0,1.0,163.0,1.0
1.0,1.0,3244.0,1.0,5.0,0.0,0.0,0.0,74.0,0.0
1.0,0.0,9921.0,0.0,3.0,0.0,1.0,2.0,54.0,0.0
1.0,0.0,6380.0,1.0,21.0,0.0,0.0,0.0,40.0,0.0
1.0,4.0,49.0,1.0,40.0,1.0,2.0,3.0,175.0,1.0
1.0,3.0,4.0,0.0,41.0,1.0,3.0,2.0,106.0,1.0
0.0,6.0,47.0,0.0,46.0,1.0,3.0,4.0,171.0,1.0
1.0,1.0,1802.0,0.0,12.0,0.0,1.0,0.0,12.0,0.0
0.0,0.0,2348.0,0.0,15.0,1.0,0.0,1.0,72.0,0.0
1.0,3.0,50.0,1.0,23.0,0.0,3.0,2.0,140.0,1.0
0.0,7.0,113.0,1.0,28.0,1.0,2.0,3.0,90.0,1.0
1.0,4.0,35.0,1.0,21.0,1.0,1.0,0.0,132.0,1.0
1.0,0.0,6409.0,0.0,25.0,0.0,0.0,1.0,17.0,0.0
